overall_qual,overall_cond,year_remod/add,exter_qual,exter_cond,kitchen_qual,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,totrms_abvgrd,fireplaces,wood_deck_sf,pool_area,misc_val,heating_qc,bsmt_cond,bsmtfin_sf_1,total_bsmt_sf,bsmt_full_bath,bsmt_half_bath,fireplace_qu,garage_qual,garage_cond,saleprice,house_style,heating,central_air,electrical,paved_drive,garage_finish,fence,bsmtfin_type_1
5,5,1950,3,3,3,1,0,3,1,6,0,0,0,1000,3,3.0,1078.0,1078.0,1.0,0.0,,3.0,3.0,120000,story_1,GasA,Y,FuseA,Y,RFn,no_fence,Rec
7,5,2005,4,3,4,2,0,3,1,7,0,0,0,0,5,3.0,712.0,1473.0,1.0,0.0,,3.0,3.0,213000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
8,5,1980,4,3,4,1,0,1,1,4,1,133,0,0,3,3.0,807.0,1226.0,1.0,0.0,2.0,3.0,3.0,190000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
6,6,1994,3,3,3,2,0,3,1,6,1,0,0,0,4,3.0,705.0,1160.0,0.0,1.0,3.0,3.0,3.0,183500,story_1,GasA,Y,SBrkr,Y,Fin,MnPrv,GLQ
7,5,1999,3,3,3,2,0,4,1,6,2,460,0,0,3,3.0,242.0,725.0,0.0,1.0,3.0,3.0,3.0,172000,split_level,GasA,Y,SBrkr,Y,Unf,MnPrv,Rec
4,6,1958,3,3,3,1,0,2,1,3,1,0,0,0,5,3.0,690.0,816.0,1.0,0.0,4.0,2.0,2.0,100000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,ALQ
7,6,2007,4,3,4,2,0,3,1,6,0,0,0,0,5,3.0,56.0,1564.0,0.0,0.0,,3.0,3.0,218836,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
6,7,2000,3,3,3,2,0,3,2,7,1,0,0,0,5,3.0,0.0,482.0,0.0,0.0,3.0,4.0,3.0,163000,story_1_half_fin,GasA,N,SBrkr,Y,Unf,no_fence,Unf
7,5,2006,4,3,4,2,1,3,1,6,1,100,0,0,5,3.0,0.0,1510.0,0.0,0.0,4.0,3.0,3.0,206580,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
6,5,2006,4,3,4,2,1,3,1,8,1,0,0,0,5,3.0,0.0,728.0,0.0,0.0,4.0,3.0,3.0,163990,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
5,8,2004,2,4,3,1,0,3,1,7,0,0,0,0,4,2.0,0.0,396.0,0.0,0.0,,3.0,3.0,116500,story_2,GasA,Y,SBrkr,N,Unf,MnPrv,Unf
7,5,2003,4,3,4,2,1,3,1,7,1,138,0,0,5,3.0,0.0,840.0,0.0,0.0,4.0,3.0,3.0,188000,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
5,6,1966,3,3,3,2,0,3,1,6,1,140,0,0,5,3.0,602.0,793.0,0.0,1.0,3.0,3.0,3.0,175000,split_foyer,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
8,5,1988,4,3,3,2,0,2,1,5,0,0,0,0,4,3.0,248.0,1166.0,1.0,0.0,,3.0,3.0,182000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
5,7,1980,4,4,3,1,0,2,1,5,0,0,0,0,3,3.0,0.0,850.0,0.0,0.0,,3.0,3.0,103000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
10,5,2002,5,3,5,2,1,2,1,8,2,314,0,0,5,3.0,1282.0,2633.0,1.0,0.0,4.0,3.0,3.0,466500,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
6,8,1998,4,3,4,2,0,3,1,6,0,156,0,0,3,3.0,708.0,988.0,1.0,0.0,,3.0,3.0,149500,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,ALQ
7,7,1978,3,3,3,2,0,2,1,4,0,108,0,0,3,3.0,632.0,1061.0,0.0,0.0,,3.0,3.0,142500,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,GLQ
5,5,1950,3,3,3,1,0,3,1,6,0,0,0,0,3,3.0,319.0,1290.0,0.0,0.0,,3.0,3.0,136500,story_1,GasA,Y,SBrkr,Y,Unf,MnPrv,BLQ
6,5,1994,3,3,3,2,1,3,1,5,0,0,0,0,5,3.0,338.0,630.0,0.0,0.0,,3.0,3.0,137000,story_2,GasA,Y,SBrkr,Y,Unf,MnPrv,GLQ
7,6,1988,4,3,5,2,0,2,1,6,1,0,0,0,5,4.0,983.0,1675.0,1.0,0.0,5.0,3.0,3.0,226500,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
7,5,1990,3,3,4,1,1,2,1,5,1,192,0,0,4,3.0,637.0,1300.0,1.0,0.0,1.0,3.0,3.0,171500,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,GLQ
5,5,1976,3,3,3,1,0,3,1,6,0,0,0,0,4,3.0,483.0,911.0,0.0,0.0,,3.0,3.0,132500,split_level,GasA,Y,SBrkr,Y,Unf,no_fence,ALQ
3,4,1950,3,3,3,2,0,2,2,6,0,0,0,0,2,,0.0,0.0,0.0,0.0,,3.0,3.0,87500,story_1,Wall,N,FuseA,Y,Unf,no_fence,no_basement
7,5,2001,3,3,3,2,1,3,1,7,1,0,0,0,5,3.0,681.0,858.0,1.0,0.0,3.0,3.0,3.0,223000,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
6,9,2005,4,4,4,1,1,3,1,7,1,0,0,0,3,3.0,0.0,1319.0,1.0,0.0,4.0,3.0,3.0,174000,story_1,GasA,Y,SBrkr,Y,RFn,GdPrv,Unf
5,6,1991,3,3,3,1,0,2,1,4,0,0,0,0,5,3.0,741.0,884.0,1.0,0.0,,3.0,3.0,142000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,Rec
8,5,2006,4,3,4,2,0,3,1,7,1,0,0,0,5,4.0,0.0,1489.0,0.0,0.0,4.0,3.0,3.0,232600,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
6,6,1999,3,3,4,1,1,3,1,5,1,265,1,0,2,3.0,663.0,1040.0,1.0,0.0,2.0,3.0,3.0,181000,story_1,GasA,Y,SBrkr,Y,RFn,GdPrv,ALQ
6,4,1973,3,3,3,2,1,5,1,10,1,728,0,0,4,3.0,837.0,942.0,1.0,0.0,4.0,3.0,3.0,151400,story_2,GasA,Y,SBrkr,Y,Fin,GdPrv,ALQ
8,5,2006,4,3,4,2,0,3,1,7,1,0,0,0,5,3.0,0.0,1626.0,0.0,0.0,4.0,3.0,3.0,250000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
7,5,1988,3,3,3,2,1,3,1,7,1,228,0,1000,3,3.0,394.0,980.0,0.0,0.0,3.0,3.0,3.0,196500,story_2,GasA,Y,SBrkr,Y,Unf,MnPrv,GLQ
7,8,1987,3,4,3,2,0,3,1,8,1,0,0,0,3,3.0,0.0,819.0,0.0,0.0,4.0,3.0,3.0,185000,story_2_half_unfin,GasA,Y,FuseA,N,Unf,MnPrv,Unf
6,5,1969,3,3,3,1,0,3,1,5,0,0,0,0,3,3.0,955.0,1216.0,1.0,0.0,,3.0,3.0,113000,story_1,GasA,Y,SBrkr,Y,Unf,MnPrv,BLQ
8,6,2007,4,3,4,2,0,2,1,7,1,140,0,0,5,3.0,945.0,1419.0,1.0,0.0,4.0,3.0,3.0,392000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
6,5,1975,3,3,3,2,0,4,0,4,0,0,0,0,3,4.0,945.0,945.0,0.0,2.0,,,,127500,split_foyer,GasA,Y,SBrkr,Y,no_garage,no_fence,GLQ
6,5,2000,4,3,4,2,1,3,1,4,0,0,0,0,5,3.0,417.0,756.0,0.0,0.0,,3.0,3.0,177000,story_2,GasA,Y,SBrkr,Y,Unf,no_fence,GLQ
6,5,2004,4,3,4,2,1,4,1,9,1,193,0,0,5,3.0,0.0,1158.0,0.0,0.0,4.0,3.0,3.0,265000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
8,5,1998,4,4,4,2,1,3,1,8,2,147,0,0,5,3.0,901.0,1220.0,1.0,0.0,3.0,4.0,3.0,312500,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
10,9,2000,5,5,4,3,1,3,1,9,1,105,0,0,4,3.0,0.0,1237.0,0.0,0.0,4.0,4.0,3.0,325000,story_2_half_unfin,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
8,8,1980,4,4,4,2,0,2,1,6,2,462,0,0,4,4.0,1733.0,2014.0,1.0,0.0,4.0,3.0,3.0,275000,story_1,GasA,Y,SBrkr,Y,RFn,MnPrv,ALQ
7,5,1995,4,3,4,2,1,4,1,9,1,224,0,0,5,3.0,565.0,1203.0,0.0,0.0,3.0,3.0,3.0,290000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
6,6,2002,3,4,3,2,0,3,1,7,2,296,0,0,5,3.0,126.0,1208.0,1.0,0.0,2.0,3.0,3.0,169000,story_1,GasA,Y,SBrkr,Y,Fin,GdPrv,BLQ
5,7,1950,3,3,3,1,0,2,1,4,0,0,0,0,4,3.0,616.0,616.0,0.0,0.0,,3.0,3.0,89000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,LwQ
6,5,1998,3,3,3,2,1,3,1,7,1,0,0,0,4,3.0,0.0,789.0,0.0,0.0,4.0,3.0,3.0,180400,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
8,5,2004,4,3,4,2,0,3,1,7,1,0,0,0,5,3.0,1124.0,3206.0,1.0,0.0,4.0,3.0,3.0,284000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
5,5,1958,3,3,3,1,0,2,1,5,0,0,0,0,5,3.0,456.0,912.0,0.0,0.0,,3.0,3.0,114500,story_1,GasA,Y,FuseA,Y,RFn,no_fence,Rec
7,5,2006,4,3,4,2,0,3,1,7,0,144,0,0,5,3.0,24.0,1552.0,0.0,0.0,,3.0,3.0,212900,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
7,5,2002,4,3,4,2,0,3,1,6,0,0,0,0,5,3.0,0.0,1413.0,0.0,0.0,,3.0,3.0,187100,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
6,5,1999,3,3,3,2,1,2,1,5,1,0,0,0,4,3.0,419.0,729.0,0.0,0.0,2.0,3.0,3.0,176000,story_2,GasA,Y,SBrkr,Y,Unf,no_fence,GLQ
6,6,1968,3,3,3,2,0,3,1,7,2,0,0,0,5,3.0,813.0,1488.0,0.0,1.0,4.0,3.0,3.0,215000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,BLQ
7,5,2004,4,3,4,2,1,3,1,6,0,0,0,0,5,3.0,490.0,770.0,0.0,0.0,,3.0,3.0,185900,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
4,6,1970,3,3,4,1,0,3,1,5,0,96,0,1000,3,3.0,375.0,864.0,0.0,0.0,,3.0,3.0,120500,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,ALQ
5,5,2005,4,3,3,2,1,4,1,7,1,100,0,0,5,4.0,0.0,732.0,0.0,0.0,4.0,3.0,3.0,192140,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
5,9,2008,4,4,4,1,0,3,1,5,1,0,0,0,5,3.0,641.0,816.0,0.0,1.0,5.0,3.0,3.0,130500,story_1,GasA,Y,SBrkr,Y,Unf,MnPrv,ALQ
4,3,1950,3,3,3,2,0,4,1,9,0,92,0,0,3,,0.0,0.0,0.0,0.0,,3.0,3.0,98000,story_1_half_fin,Wall,N,FuseF,N,Unf,no_fence,no_basement
9,5,2008,4,3,5,2,0,3,1,7,2,0,0,0,5,3.0,2085.0,2271.0,1.0,0.0,4.0,4.0,3.0,475000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
8,5,2007,4,3,5,1,1,3,1,8,1,178,0,0,5,3.0,1288.0,1582.0,1.0,0.0,4.0,3.0,3.0,325624,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
7,5,2002,4,3,4,1,1,1,1,4,1,0,0,0,5,3.0,1392.0,1409.0,1.0,0.0,4.0,3.0,3.0,245000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
5,5,2004,3,3,4,1,1,3,1,6,0,0,0,0,5,3.0,646.0,1114.0,1.0,0.0,,3.0,3.0,159000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,GLQ
5,7,1965,3,3,3,1,1,3,1,6,0,0,0,0,3,3.0,836.0,1073.0,1.0,0.0,,3.0,3.0,156000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,ALQ
10,5,2008,5,3,5,2,0,2,1,10,2,0,0,0,5,3.0,1767.0,3094.0,1.0,0.0,4.0,3.0,3.0,555000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
6,6,1984,3,3,3,2,0,3,1,6,0,0,0,0,3,3.0,660.0,1232.0,0.0,0.0,,3.0,3.0,162500,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,BLQ
6,8,1993,4,4,4,2,0,2,2,8,0,288,0,0,4,3.0,261.0,1344.0,2.0,0.0,,3.0,3.0,224500,split_foyer,GasA,Y,SBrkr,Y,Unf,no_fence,LwQ
6,5,1950,3,3,3,2,1,3,1,6,1,0,0,0,4,3.0,0.0,1488.0,0.0,0.0,3.0,3.0,3.0,133000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
7,5,2003,4,3,4,2,1,3,1,8,1,0,0,0,5,3.0,0.0,783.0,0.0,0.0,4.0,3.0,3.0,180000,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
5,6,2005,3,3,4,1,0,3,1,6,0,0,0,0,4,3.0,638.0,845.0,0.0,0.0,,3.0,3.0,134500,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,GLQ
10,5,2006,5,3,4,3,1,3,1,10,1,192,0,0,5,3.0,0.0,1410.0,0.0,0.0,4.0,3.0,3.0,438780,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
6,5,1962,3,3,3,1,0,3,1,6,1,64,0,0,4,3.0,371.0,1099.0,0.0,1.0,4.0,3.0,3.0,165000,split_level,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
5,5,1967,3,3,3,1,0,3,1,5,0,0,0,0,3,3.0,432.0,892.0,0.0,0.0,,3.0,3.0,100000,story_1,GasA,Y,SBrkr,Y,RFn,GdWo,BLQ
7,6,1960,3,3,3,1,1,3,1,5,2,0,0,0,4,3.0,544.0,1329.0,0.0,0.0,4.0,3.0,3.0,176000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,BLQ
5,4,1974,3,3,3,1,1,3,1,6,1,0,0,0,3,3.0,306.0,1763.0,1.0,0.0,4.0,3.0,3.0,170000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,ALQ
7,5,2007,4,3,4,2,0,2,1,7,1,143,0,0,5,3.0,0.0,1373.0,0.0,0.0,3.0,3.0,3.0,174000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
6,6,1950,3,3,3,2,0,3,1,6,1,0,0,0,3,3.0,121.0,768.0,1.0,0.0,4.0,3.0,3.0,127000,story_1_half_fin,GasA,Y,SBrkr,Y,Unf,MnPrv,Rec
7,5,1999,3,3,3,2,1,3,1,7,1,0,0,0,5,3.0,0.0,831.0,0.0,0.0,3.0,3.0,3.0,185900,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
5,8,1996,3,3,3,1,0,2,1,4,0,144,0,0,4,3.0,0.0,190.0,0.0,0.0,,3.0,3.0,91300,story_1,GasA,Y,FuseA,Y,Unf,no_fence,Unf
6,5,2003,4,3,4,2,0,3,1,7,0,192,0,0,5,3.0,340.0,1682.0,1.0,0.0,,3.0,3.0,200000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
6,6,1950,3,3,3,2,0,3,1,7,1,0,0,0,5,3.0,196.0,1040.0,0.0,0.0,4.0,3.0,3.0,143000,story_1_half_fin,GasA,Y,SBrkr,Y,Unf,GdWo,Rec
5,5,1958,4,4,4,2,0,4,1,8,1,0,0,0,5,3.0,57.0,1052.0,1.0,0.0,4.0,3.0,3.0,172500,story_1_half_fin,GasA,Y,SBrkr,Y,Unf,no_fence,ALQ
4,6,1963,3,4,3,1,0,2,1,4,0,0,0,0,3,3.0,132.0,1088.0,0.0,0.0,,3.0,3.0,110000,story_1,GasA,Y,SBrkr,P,Unf,no_fence,BLQ
4,5,1957,3,3,3,1,0,3,1,6,1,0,0,0,3,3.0,775.0,1040.0,1.0,0.0,4.0,3.0,3.0,140000,story_1,GasA,Y,SBrkr,Y,RFn,MnPrv,BLQ
6,5,2006,4,3,4,2,0,3,1,6,1,0,0,0,4,3.0,24.0,1314.0,0.0,0.0,4.0,3.0,3.0,176432,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
6,5,1991,3,3,4,2,0,3,1,6,0,112,0,0,4,3.0,1200.0,1278.0,1.0,0.0,,3.0,3.0,179200,story_1,GasA,Y,SBrkr,Y,RFn,GdWo,GLQ
7,5,2007,4,3,4,2,0,3,1,6,0,264,0,0,5,3.0,925.0,1274.0,1.0,0.0,,3.0,3.0,203000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
7,6,2007,4,3,4,2,0,3,1,7,0,0,0,0,5,3.0,0.0,1689.0,0.0,0.0,,3.0,3.0,248328,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
9,5,2008,5,3,5,2,0,3,1,7,0,0,0,0,5,3.0,1115.0,1641.0,1.0,0.0,,3.0,3.0,316500,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
7,5,1950,3,3,3,1,0,2,1,5,1,135,0,0,3,3.0,0.0,570.0,0.0,0.0,4.0,3.0,3.0,125600,story_1_half_fin,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
5,6,1959,3,3,2,1,0,2,1,5,0,0,0,0,4,3.0,200.0,984.0,1.0,0.0,,3.0,3.0,110000,story_1,GasA,Y,SBrkr,N,Unf,no_fence,Rec
4,4,1950,3,3,2,1,0,2,1,5,0,0,0,0,4,3.0,250.0,960.0,0.0,0.0,,3.0,3.0,108500,story_1,GasA,Y,FuseA,Y,Unf,no_fence,ALQ
5,5,1952,2,3,2,1,0,2,1,4,0,0,0,1000,3,3.0,0.0,540.0,0.0,0.0,,3.0,3.0,55993,story_1,GasA,N,FuseA,N,Unf,no_fence,Unf
5,7,2009,3,4,4,1,0,3,1,7,1,0,0,0,5,3.0,780.0,1027.0,0.0,0.0,4.0,3.0,3.0,129000,story_1_half_fin,GasA,Y,SBrkr,Y,Unf,no_fence,BLQ
6,6,1987,3,3,4,2,0,2,1,5,1,125,0,0,4,4.0,980.0,1112.0,1.0,0.0,3.0,3.0,3.0,176000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,GLQ
6,7,1963,3,3,3,1,1,3,1,6,0,0,0,0,2,3.0,384.0,1380.0,0.0,0.0,,3.0,3.0,154000,story_1,GasA,Y,SBrkr,Y,Unf,GdWo,Rec
6,5,1986,4,4,4,2,0,3,1,6,1,282,0,0,5,4.0,920.0,1256.0,0.0,0.0,2.0,3.0,3.0,180000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,GLQ
5,5,1976,3,3,3,1,1,3,1,6,1,536,0,0,3,3.0,874.0,1142.0,1.0,0.0,1.0,3.0,3.0,134000,story_1,GasA,Y,SBrkr,Y,Fin,MnPrv,ALQ
6,7,2001,3,3,4,2,0,4,1,7,1,0,0,0,3,4.0,477.0,1202.0,1.0,0.0,4.0,3.0,3.0,243000,story_1,GasA,Y,SBrkr,Y,Unf,MnPrv,ALQ
8,5,2003,4,3,4,2,0,3,1,9,1,0,0,0,5,3.0,1300.0,1616.0,1.0,0.0,4.0,3.0,3.0,270000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
6,5,1983,3,4,3,1,1,3,1,5,0,120,0,0,3,3.0,336.0,1084.0,0.0,0.0,,3.0,3.0,134000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,ALQ
7,5,1993,4,3,4,2,1,4,1,9,1,340,0,0,5,3.0,987.0,1347.0,1.0,0.0,3.0,3.0,3.0,260000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
7,5,2006,4,3,4,2,1,3,1,7,1,100,0,0,4,3.0,0.0,738.0,0.0,0.0,4.0,3.0,3.0,168675,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
6,5,1994,3,3,3,2,1,3,1,7,1,256,0,0,4,3.0,186.0,392.0,0.0,0.0,3.0,3.0,3.0,160000,split_level,GasA,Y,SBrkr,Y,Fin,MnPrv,LwQ
5,9,1996,3,3,4,1,0,3,1,5,0,0,0,0,4,3.0,0.0,684.0,0.0,0.0,,,,95000,story_1_half_fin,GasA,Y,SBrkr,N,no_garage,no_fence,Unf
6,5,2006,4,3,4,2,1,3,1,7,1,36,0,0,5,3.0,0.0,704.0,0.0,0.0,4.0,3.0,3.0,173000,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
7,5,2006,4,3,4,2,0,2,1,5,1,216,0,0,5,4.0,0.0,1293.0,1.0,0.0,4.0,3.0,3.0,187750,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
7,6,1991,3,4,3,2,1,3,1,7,1,364,0,0,4,3.0,0.0,791.0,0.0,0.0,3.0,3.0,3.0,215000,story_2,GasA,Y,SBrkr,Y,Fin,MnPrv,Unf
5,5,1967,3,3,3,1,0,3,1,6,0,0,0,0,4,3.0,221.0,1073.0,0.0,0.0,,3.0,3.0,120000,story_1,GasA,Y,SBrkr,Y,RFn,MnPrv,BLQ
7,5,2006,4,3,4,2,0,3,1,7,1,192,0,0,5,4.0,778.0,1494.0,1.0,0.0,4.0,3.0,3.0,249000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
7,6,1967,3,3,3,2,0,3,1,7,0,0,0,0,4,3.0,553.0,1334.0,1.0,0.0,,3.0,3.0,164500,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,BLQ
7,5,1986,4,3,4,2,0,2,1,5,0,0,0,0,4,,0.0,0.0,0.0,0.0,,3.0,3.0,230000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,no_basement
7,6,1990,3,3,4,1,1,3,1,6,1,0,0,0,4,3.0,336.0,672.0,1.0,0.0,4.0,3.0,3.0,140000,story_2,GasA,N,FuseA,Y,Unf,GdPrv,Rec
5,7,1952,3,4,3,1,0,2,1,4,0,0,0,0,3,4.0,630.0,732.0,1.0,0.0,,3.0,3.0,118900,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,ALQ
8,5,2008,4,3,4,2,0,3,1,6,1,192,0,0,5,3.0,0.0,1468.0,0.0,0.0,4.0,3.0,3.0,239900,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
6,5,1975,3,3,3,2,0,2,1,4,1,0,0,0,4,3.0,727.0,1069.0,0.0,1.0,1.0,3.0,3.0,146300,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,ALQ
5,6,1975,3,3,3,1,0,3,1,6,0,0,0,0,4,3.0,769.0,1040.0,0.0,0.0,,3.0,3.0,124000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,GLQ
5,5,1963,3,3,3,1,0,3,1,6,0,40,0,0,3,3.0,925.0,925.0,1.0,0.0,,3.0,3.0,130000,split_foyer,GasA,Y,SBrkr,Y,Unf,MnPrv,ALQ
7,5,2001,3,3,3,2,0,3,1,6,0,120,0,0,5,3.0,0.0,1349.0,0.0,0.0,,3.0,3.0,179000,story_1,GasA,Y,SBrkr,Y,Unf,GdPrv,Unf
7,5,1990,3,3,3,2,0,3,1,5,0,0,0,0,5,3.0,0.0,1424.0,0.0,0.0,,3.0,3.0,180500,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
4,6,1950,3,4,3,1,0,2,1,4,0,0,0,0,3,3.0,0.0,747.0,0.0,0.0,,3.0,3.0,80000,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,Unf
8,5,2009,4,3,5,2,0,3,1,7,1,0,0,0,5,3.0,0.0,1573.0,0.0,0.0,4.0,3.0,3.0,287090,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
5,5,1956,3,3,3,1,0,2,1,4,0,0,0,0,4,,0.0,0.0,0.0,0.0,,3.0,3.0,97000,story_1,GasA,Y,FuseA,Y,Unf,no_fence,no_basement
7,5,2002,4,3,4,2,0,2,1,5,1,130,0,0,5,3.0,1038.0,1368.0,1.0,0.0,3.0,3.0,3.0,246990,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
6,6,1964,3,3,3,1,0,3,1,6,1,0,0,0,2,3.0,550.0,1302.0,1.0,0.0,3.0,3.0,3.0,154204,story_1,GasA,Y,SBrkr,P,Unf,MnPrv,BLQ
7,7,2001,3,3,3,1,1,3,1,6,1,0,0,10000,5,3.0,637.0,1312.0,0.0,0.0,4.0,3.0,3.0,186000,story_1,GasA,Y,SBrkr,Y,RFn,MnPrv,BLQ
5,5,1972,3,3,3,2,1,3,1,6,0,0,0,0,3,3.0,350.0,630.0,0.0,0.0,,3.0,3.0,111750,story_2,GasA,Y,SBrkr,Y,Unf,no_fence,Rec
9,5,2004,5,3,5,2,1,3,1,10,2,220,0,0,5,3.0,1373.0,2846.0,1.0,0.0,4.0,3.0,3.0,500000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
7,5,2007,4,3,4,2,1,3,1,6,1,100,0,0,5,3.0,0.0,628.0,0.0,0.0,4.0,3.0,3.0,177439,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,Unf
9,5,2008,5,3,5,2,1,3,1,10,1,0,0,0,5,3.0,936.0,1104.0,1.0,0.0,4.0,3.0,3.0,335000,story_2,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
7,6,1976,3,3,3,2,1,4,1,8,1,0,0,0,3,3.0,403.0,803.0,0.0,0.0,4.0,3.0,3.0,205000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,ALQ
8,5,1990,4,3,4,1,0,1,1,4,1,0,0,0,4,3.0,926.0,1312.0,1.0,0.0,3.0,3.0,3.0,212000,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
8,5,2005,4,3,4,2,0,2,1,5,1,128,0,0,5,3.0,1373.0,1594.0,1.0,1.0,4.0,3.0,3.0,246000,story_1,GasA,Y,SBrkr,Y,Fin,no_fence,GLQ
7,7,1983,4,3,3,2,0,3,1,6,0,152,0,0,3,3.0,747.0,1260.0,1.0,0.0,,3.0,3.0,181900,story_1,GasA,Y,SBrkr,Y,Unf,no_fence,GLQ
5,7,2001,3,3,3,1,0,3,1,6,0,0,0,0,3,3.0,234.0,926.0,1.0,0.0,,3.0,3.0,130000,story_1_half_fin,GasA,Y,SBrkr,Y,Unf,no_fence,LwQ
5,7,2002,3,4,3,2,0,2,1,7,0,270,0,0,5,2.0,0.0,264.0,0.0,0.0,,3.0,4.0,132000,story_2,GasA,Y,SBrkr,Y,Unf,GdPrv,Unf
7,5,2001,4,4,4,2,1,3,1,7,1,202,0,0,5,4.0,497.0,779.0,1.0,0.0,3.0,3.0,3.0,220000,story_2,GasA,Y,SBrkr,Y,RFn,no_fence,GLQ
8,5,2001,4,3,5,2,0,3,1,7,1,202,0,0,5,3.0,0.0,1753.0,0.0,0.0,3.0,3.0,3.0,236500,story_1,GasA,Y,SBrkr,Y,RFn,no_fence,Unf
